التاريخ,الفرع,الرصيد (بالدرهم)
2024-01-19,الدار البيضاء - المركز الرئيسي,5422425.64
2024-01-19,الرباط - أكدال,5291048.67
2024-01-19,مراكش - جليز,11612847.57
2024-01-19,طنجة - وسط المدينة,12565259.19
2024-01-19,فاس - النرجس,12284186.1
2024-01-20,الدار البيضاء - المركز الرئيسي,11938182.67
2024-01-20,الرباط - أكدال,11061531.84
2024-01-20,مراكش - جليز,6365864.27
2024-01-20,طنجة - وسط المدينة,8998333.55
2024-01-20,فاس - النرجس,4967798.78
2024-01-21,الدار البيضاء - المركز الرئيسي,9738476.93
2024-01-21,الرباط - أكدال,9974620.73
2024-01-21,مراكش - جليز,8976453.73
2024-01-21,طنجة - وسط المدينة,12028326.49
2024-01-21,فاس - النرجس,7703336.39
2024-01-22,الدار البيضاء - المركز الرئيسي,11353827.77
2024-01-22,الرباط - أكدال,8634512.98
2024-01-22,مراكش - جليز,5307569.94
2024-01-22,طنجة - وسط المدينة,11583135.67
2024-01-22,فاس - النرجس,12167690.52
2024-01-23,الدار البيضاء - المركز الرئيسي,10274173.82
2024-01-23,الرباط - أكدال,9293368.24
2024-01-23,مراكش - جليز,12035025.56
2024-01-23,طنجة - وسط المدينة,4654805.84
2024-01-23,فاس - النرجس,6889554.7
2024-01-24,الدار البيضاء - المركز الرئيسي,9345853.55
2024-01-24,الرباط - أكدال,11292314.57
2024-01-24,مراكش - جليز,12531963.53
2024-01-24,طنجة - وسط المدينة,8022103.45
2024-01-24,فاس - النرجس,9810044.74
2024-01-25,الدار البيضاء - المركز الرئيسي,6651481.68
2024-01-25,الرباط - أكدال,6654129.23
2024-01-25,مراكش - جليز,8946496.66
2024-01-25,طنجة - وسط المدينة,9753613.83
2024-01-25,فاس - النرجس,12673906.63
2024-01-26,الدار البيضاء - المركز الرئيسي,5105325.99
2024-01-26,الرباط - أكدال,11840097.29
2024-01-26,مراكش - جليز,12308050.77
2024-01-26,طنجة - وسط المدينة,8788358.78
2024-01-26,فاس - النرجس,6429363.16
2024-01-27,الدار البيضاء - المركز الرئيسي,9629043.45
2024-01-27,الرباط - أكدال,9728262.56
2024-01-27,مراكش - جليز,11416716.47
2024-01-27,طنجة - وسط المدينة,11394711.57
2024-01-27,فاس - النرجس,5703322.11
2024-01-28,الدار البيضاء - المركز الرئيسي,11999796.46
2024-01-28,الرباط - أكدال,8594959.42
2024-01-28,مراكش - جليز,12257460.92
2024-01-28,طنجة - وسط المدينة,5364435.91
2024-01-28,فاس - النرجس,12892813.72
2024-01-29,الدار البيضاء - المركز الرئيسي,12567979.08
2024-01-29,الرباط - أكدال,5275725.97
2024-01-29,مراكش - جليز,4151226.99
2024-01-29,طنجة - وسط المدينة,11075922.71
2024-01-29,فاس - النرجس,4218346.57
2024-01-30,الدار البيضاء - المركز الرئيسي,5130483.68
2024-01-30,الرباط - أكدال,11721710.22
2024-01-30,مراكش - جليز,5671579.76
2024-01-30,طنجة - وسط المدينة,5886755.03
2024-01-30,فاس - النرجس,6802578.51
2024-01-31,الدار البيضاء - المركز الرئيسي,6259752.91
2024-01-31,الرباط - أكدال,12617010.56
2024-01-31,مراكش - جليز,8996682.79
2024-01-31,طنجة - وسط المدينة,9419423.27
2024-01-31,فاس - النرجس,7381042.82
2024-02-01,الدار البيضاء - المركز الرئيسي,6433898.93
2024-02-01,الرباط - أكدال,7334504.5
2024-02-01,مراكش - جليز,8021358.69
2024-02-01,طنجة - وسط المدينة,4558339.57
2024-02-01,فاس - النرجس,9946599.54
2024-02-02,الدار البيضاء - المركز الرئيسي,10976440.52
2024-02-02,الرباط - أكدال,4468906.03
2024-02-02,مراكش - جليز,12239466.63
2024-02-02,طنجة - وسط المدينة,11028013.88
2024-02-02,فاس - النرجس,6372776.92
2024-02-03,الدار البيضاء - المركز الرئيسي,7820191.44
2024-02-03,الرباط - أكدال,8467653.89
2024-02-03,مراكش - جليز,5015124.95
2024-02-03,طنجة - وسط المدينة,12556839.17
2024-02-03,فاس - النرجس,7102531.75
2024-02-04,الدار البيضاء - المركز الرئيسي,8480258.55
2024-02-04,الرباط - أكدال,12185089.28
2024-02-04,مراكش - جليز,10796905.89
2024-02-04,طنجة - وسط المدينة,8090550.2
2024-02-04,فاس - النرجس,8186638.88
2024-02-05,الدار البيضاء - المركز الرئيسي,4151077.84
2024-02-05,الرباط - أكدال,4033658.57
2024-02-05,مراكش - جليز,9709284.14
2024-02-05,طنجة - وسط المدينة,6990209.47
2024-02-05,فاس - النرجس,5438166.06
2024-02-06,الدار البيضاء - المركز الرئيسي,4107405.26
2024-02-06,الرباط - أكدال,5108600.23
2024-02-06,مراكش - جليز,11009457.27
2024-02-06,طنجة - وسط المدينة,5475984.05
2024-02-06,فاس - النرجس,4688237.91
2024-02-07,الدار البيضاء - المركز الرئيسي,5324841.01
2024-02-07,الرباط - أكدال,4266805.84
2024-02-07,مراكش - جليز,10553059.49
2024-02-07,طنجة - وسط المدينة,8198046.32
2024-02-07,فاس - النرجس,8092161.83
2024-02-08,الدار البيضاء - المركز الرئيسي,12201448.96
2024-02-08,الرباط - أكدال,10354750.02
2024-02-08,مراكش - جليز,11833205.17
2024-02-08,طنجة - وسط المدينة,5005658.62
2024-02-08,فاس - النرجس,6825301.83
2024-02-09,الدار البيضاء - المركز الرئيسي,10057303.25
2024-02-09,الرباط - أكدال,11767910.99
2024-02-09,مراكش - جليز,4124573.96
2024-02-09,طنجة - وسط المدينة,10236781.42
2024-02-09,فاس - النرجس,11556542.23
2024-02-10,الدار البيضاء - المركز الرئيسي,11335441.01
2024-02-10,الرباط - أكدال,12906401.12
2024-02-10,مراكش - جليز,10265752.06
2024-02-10,طنجة - وسط المدينة,10229144.15
2024-02-10,فاس - النرجس,5609091.6
2024-02-11,الدار البيضاء - المركز الرئيسي,5358926.39
2024-02-11,الرباط - أكدال,8525812.2
2024-02-11,مراكش - جليز,11506204.99
2024-02-11,طنجة - وسط المدينة,4402943.12
2024-02-11,فاس - النرجس,10187757.63
2024-02-12,الدار البيضاء - المركز الرئيسي,9430366.56
2024-02-12,الرباط - أكدال,4428926.56
2024-02-12,مراكش - جليز,6869767.48
2024-02-12,طنجة - وسط المدينة,5410284.98
2024-02-12,فاس - النرجس,7005639.92
2024-02-13,الدار البيضاء - المركز الرئيسي,6063852.23
2024-02-13,الرباط - أكدال,5899459.73
2024-02-13,مراكش - جليز,5859068.52
2024-02-13,طنجة - وسط المدينة,11831374.31
2024-02-13,فاس - النرجس,7306901.14
2024-02-14,الدار البيضاء - المركز الرئيسي,7506723.56
2024-02-14,الرباط - أكدال,7629035.66
2024-02-14,مراكش - جليز,8245243.7
2024-02-14,طنجة - وسط المدينة,10888836.54
2024-02-14,فاس - النرجس,5732353.85
2024-02-15,الدار البيضاء - المركز الرئيسي,7267505.47
2024-02-15,الرباط - أكدال,4583126.15
2024-02-15,مراكش - جليز,9910073.08
2024-02-15,طنجة - وسط المدينة,10348625.13
2024-02-15,فاس - النرجس,8549103.91
2024-02-16,الدار البيضاء - المركز الرئيسي,9767963.8
2024-02-16,الرباط - أكدال,12931326.12
2024-02-16,مراكش - جليز,12278778.39
2024-02-16,طنجة - وسط المدينة,5992277.28
2024-02-16,فاس - النرجس,10554035.7
2024-02-17,الدار البيضاء - المركز الرئيسي,6068932.78
2024-02-17,الرباط - أكدال,7916180.68
2024-02-17,مراكش - جليز,4868147.18
2024-02-17,طنجة - وسط المدينة,8025039.46
2024-02-17,فاس - النرجس,9552757.59
2024-02-18,الدار البيضاء - المركز الرئيسي,4656572.99
2024-02-18,الرباط - أكدال,12421119.15
2024-02-18,مراكش - جليز,10066184.63
2024-02-18,طنجة - وسط المدينة,12064679.84
2024-02-18,فاس - النرجس,5941033.42
2024-02-19,الدار البيضاء - المركز الرئيسي,7310951.1
2024-02-19,الرباط - أكدال,12362544.47
2024-02-19,مراكش - جليز,11276935.1
2024-02-19,طنجة - وسط المدينة,10951830.36
2024-02-19,فاس - النرجس,6627442.42
2024-02-20,الدار البيضاء - المركز الرئيسي,6219581.14
2024-02-20,الرباط - أكدال,4728286.67
2024-02-20,مراكش - جليز,8310576.15
2024-02-20,طنجة - وسط المدينة,12345762.0
2024-02-20,فاس - النرجس,4986350.17
2024-02-21,الدار البيضاء - المركز الرئيسي,10359336.73
2024-02-21,الرباط - أكدال,5961992.91
2024-02-21,مراكش - جليز,11666890.44
2024-02-21,طنجة - وسط المدينة,9392064.43
2024-02-21,فاس - النرجس,5111144.36
2024-02-22,الدار البيضاء - المركز الرئيسي,10865847.39
2024-02-22,الرباط - أكدال,11820272.31
2024-02-22,مراكش - جليز,6343415.65
2024-02-22,طنجة - وسط المدينة,10715084.37
2024-02-22,فاس - النرجس,4220778.15
2024-02-23,الدار البيضاء - المركز الرئيسي,7773778.32
2024-02-23,الرباط - أكدال,5744664.31
2024-02-23,مراكش - جليز,8010198.23
2024-02-23,طنجة - وسط المدينة,5637357.16
2024-02-23,فاس - النرجس,5406520.3
2024-02-24,الدار البيضاء - المركز الرئيسي,8144173.1
2024-02-24,الرباط - أكدال,4051019.57
2024-02-24,مراكش - جليز,10671699.08
2024-02-24,طنجة - وسط المدينة,10983464.33
2024-02-24,فاس - النرجس,6359351.5
2024-02-25,الدار البيضاء - المركز الرئيسي,7590238.51
2024-02-25,الرباط - أكدال,10611435.03
2024-02-25,مراكش - جليز,8857672.85
2024-02-25,طنجة - وسط المدينة,11191250.77
2024-02-25,فاس - النرجس,11163146.07
2024-02-26,الدار البيضاء - المركز الرئيسي,12529123.67
2024-02-26,الرباط - أكدال,11979017.48
2024-02-26,مراكش - جليز,4445509.53
2024-02-26,طنجة - وسط المدينة,12980596.34
2024-02-26,فاس - النرجس,5015443.55
2024-02-27,الدار البيضاء - المركز الرئيسي,4141213.31
2024-02-27,الرباط - أكدال,4397603.01
2024-02-27,مراكش - جليز,9655493.53
2024-02-27,طنجة - وسط المدينة,8630275.98
2024-02-27,فاس - النرجس,5508037.08
2024-02-28,الدار البيضاء - المركز الرئيسي,12510382.0
2024-02-28,الرباط - أكدال,4957486.96
2024-02-28,مراكش - جليز,10063392.69
2024-02-28,طنجة - وسط المدينة,9436432.18
2024-02-28,فاس - النرجس,12169947.0
2024-02-29,الدار البيضاء - المركز الرئيسي,11954606.78
2024-02-29,الرباط - أكدال,11545828.57
2024-02-29,مراكش - جليز,12129391.37
2024-02-29,طنجة - وسط المدينة,4824438.49
2024-02-29,فاس - النرجس,8192126.45
2024-03-01,الدار البيضاء - المركز الرئيسي,11902311.39
2024-03-01,الرباط - أكدال,5450454.47
2024-03-01,مراكش - جليز,10575853.55
2024-03-01,طنجة - وسط المدينة,4550051.09
2024-03-01,فاس - النرجس,8252487.2
2024-03-02,الدار البيضاء - المركز الرئيسي,8875293.17
2024-03-02,الرباط - أكدال,6372665.98
2024-03-02,مراكش - جليز,10206691.28
2024-03-02,طنجة - وسط المدينة,8420225.54
2024-03-02,فاس - النرجس,12047764.28
2024-03-03,الدار البيضاء - المركز الرئيسي,9199012.02
2024-03-03,الرباط - أكدال,7429315.65
2024-03-03,مراكش - جليز,4533167.27
2024-03-03,طنجة - وسط المدينة,12298804.76
2024-03-03,فاس - النرجس,9763694.7
2024-03-04,الدار البيضاء - المركز الرئيسي,5140912.79
2024-03-04,الرباط - أكدال,10787045.78
2024-03-04,مراكش - جليز,7692555.97
2024-03-04,طنجة - وسط المدينة,12170961.58
2024-03-04,فاس - النرجس,10151177.83
2024-03-05,الدار البيضاء - المركز الرئيسي,8918564.05
2024-03-05,الرباط - أكدال,12290354.53
2024-03-05,مراكش - جليز,4260480.55
2024-03-05,طنجة - وسط المدينة,11699628.91
2024-03-05,فاس - النرجس,12460004.77
2024-03-06,الدار البيضاء - المركز الرئيسي,9032761.22
2024-03-06,الرباط - أكدال,10194491.26
2024-03-06,مراكش - جليز,6796595.12
2024-03-06,طنجة - وسط المدينة,4517740.82
2024-03-06,فاس - النرجس,12253511.21
2024-03-07,الدار البيضاء - المركز الرئيسي,4784641.54
2024-03-07,الرباط - أكدال,7740097.43
2024-03-07,مراكش - جليز,11447107.85
2024-03-07,طنجة - وسط المدينة,11672438.54
2024-03-07,فاس - النرجس,5054021.63
2024-03-08,الدار البيضاء - المركز الرئيسي,5405707.35
2024-03-08,الرباط - أكدال,4681188.25
2024-03-08,مراكش - جليز,7887407.69
2024-03-08,طنجة - وسط المدينة,10717656.23
2024-03-08,فاس - النرجس,5964298.98
2024-03-09,الدار البيضاء - المركز الرئيسي,6802084.45
2024-03-09,الرباط - أكدال,5242476.7
2024-03-09,مراكش - جليز,7603770.69
2024-03-09,طنجة - وسط المدينة,6683015.31
2024-03-09,فاس - النرجس,8628584.87
2024-03-10,الدار البيضاء - المركز الرئيسي,4574823.58
2024-03-10,الرباط - أكدال,7642182.05
2024-03-10,مراكش - جليز,8746940.48
2024-03-10,طنجة - وسط المدينة,9909933.72
2024-03-10,فاس - النرجس,4986898.42
2024-03-11,الدار البيضاء - المركز الرئيسي,4017102.44
2024-03-11,الرباط - أكدال,4723059.15
2024-03-11,مراكش - جليز,8727402.0
2024-03-11,طنجة - وسط المدينة,6866704.54
2024-03-11,فاس - النرجس,9758933.36
2024-03-12,الدار البيضاء - المركز الرئيسي,4145669.95
2024-03-12,الرباط - أكدال,4992593.43
2024-03-12,مراكش - جليز,10800035.2
2024-03-12,طنجة - وسط المدينة,12041220.46
2024-03-12,فاس - النرجس,10102317.07
2024-03-13,الدار البيضاء - المركز الرئيسي,6603724.73
2024-03-13,الرباط - أكدال,10855378.93
2024-03-13,مراكش - جليز,12832507.25
2024-03-13,طنجة - وسط المدينة,12049390.68
2024-03-13,فاس - النرجس,4512163.36
